"TipoOperador","Operador","Departamento","Localidad","Direccion","Telefono","Web","EMail",Longitud,Latitud
"Inmobiliaria","INMOBILIARIA ATLANTIDA","CANELONES","ATLANTIDA","CIUDAD DE MONTEVIDEO ESQUINA CALLE 3","43727319","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","AEROMUNDO INTERNACIONAL","MONTEVIDEO","MONTEVIDEO","RIO NEGRO 1337 OFICINA 108","S/D","ww.aeromundo.com.uy","cpera@aeromundo.com.uy",-56.1937,-34.9062
"Agencia de transportes","MACHADO TURISMO","MALDONADO","SAN CARLOS","PEDRO LOUSTANE 775","099040481","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","TAXI ETI","FLORIDA","CERRO COLORADO","RUTA 7, KILOMETRO 142","43182355","S/D","lsilva1041@gmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","CRYSTAL TOWER HOTEL","MONTEVIDEO","MONTEVIDEO","AQUILES LANZA 1323","29048535","www.crystaltowerhotel.com.uy","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","AEROMUNDO","MONTEVIDEO","MONTEVIDEO","PLAZA INDEPENDENCIA 773 - PLANTA BAJA","29092046","www.ciceroneuruguay.com","cpera@aeromundo.com.uy",-56.0,-34.0
"Agencia de viajes Nueva","CICERONE","MONTEVIDEO","MONTEVIDEO","ANDES 1363 LOCAL 19","29092046","www.ciceroneuruguay.com","cpera@aeromundo.com.uy",-10000.0,-10000.0
"Agencia de transportes","URUGUAY EXPERIENCE","MONTEVIDEO","MONTEVIDEO","ANA MONTERROSO DE LAVALLEJA 2001 OFICINA 402","098101000","www.uruguayexperience.com.uy","jhsena@adinet.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","ROCHA TOUR S.R.L","MONTEVIDEO","MONTEVIDEO","GABITO FARIAS S/N","44723853","S/D","rochatour.srl@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","FREDDY GERARDO HERNANDEZ RIBAS Y MARIA MARCELA HERNANDEZ RIBAS","SALTO","SALTO","AVENIDA J. HARRIAGUE 1561","099509487","S/D","info@empresahernandez.uy",-10000.0,-10000.0
"Agencia de transportes","DW SERVICE","MALDONADO","PUNTA DEL ESTE","ROSTAND 1553 APARTAMENTO 002","26008653","www.dwservice.com.uy","S/D",-10000.0,-10000.0
"Agencia de transportes","DW SERVICE","MALDONADO","PUNTA DEL ESTE","BULEVARD ARTIGAS S/N Y CHIVERTA","42491749","S/D","estudiocra.freire@gmail.com",-10000.0,-10000.0
"Agencia de transportes","DW SERVICE","MALDONADO","PUNTA DEL ESTE","ROSTAND 1553 APARTAMENTO 002","26008653","www.dwservice.com.uy","S/D",-10000.0,-10000.0
"Agencia de transportes","DW SERVICE","MALDONADO","PUNTA DEL ESTE","ROSTAND 1553 APARTAMENTO 002","26008653","www.dwservice.com.uy","S/D",-10000.0,-10000.0
"Agencia de transportes","DW SERVICE","MALDONADO","PUNTA DEL ESTE","ROSTAND 1553 APARTAMENTO 002","26008653","www.dwservice.com.uy","S/D",-10000.0,-10000.0
"Agencia de transportes","DW SERVICE","MALDONADO","PUNTA DEL ESTE","ROSTAND 1553 APARTAMENTO 002","26008653","www.dwservice.com.uy","S/D",-10000.0,-10000.0
"Agencia de transportes","MODENA","MONTEVIDEO","MONTEVIDEO","JOSE ELLAURI 705 APARTAMENTO 801","08008814","www.modena.com.uy","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","LA ATREVIDA","MALDONADO","JOSE IGNACIO","CALLE CRUZ DEL SUR, CHALET LA ATREVIDA KM 185,5 RUTA 10","44862586","www.laatrevidajoseignacio.com","habitatlandscaping@yahoo.com",-54.6194,-34.82042
"Agencia de transportes","URUAR VIAJES Y TURISMO S.R.L","MONTEVIDEO","MONTEVIDEO","MOTIVOS DE PROTEO 1423","099609228","S/D","agetorres09@gmail.com",-10000.0,-10000.0
"Agencia de transportes","MODENA","MONTEVIDEO","MONTEVIDEO","FRANKLIN ROOSEVELT S/N, EDIFICIO PLACE LAFAYETTE, APARTAMENTO 409","08008814","www.modena.com.uy","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","URUAR VIAJES Y TURISMO S.R.L","MONTEVIDEO","MONTEVIDEO","LAS GARZAS 14","24803421","S/D","agetorres09@gmail.com",-10000.0,-10000.0
"Inmobiliaria","OFICINA BALDOVINO","MONTEVIDEO","MONTEVIDEO","RIO BRANCO 1450","29086060","www.oficinabaldovino.com","S/D",-10000.0,-10000.0
"Inmobiliaria","OFICINA BALDOVINO","MONTEVIDEO","MONTEVIDEO","FRUCTUOSO RIVERA 3452","26229090","www.oficinabaldovino.com","S/D",-10000.0,-10000.0
"Agencia de transportes","DAMITOUR TRASLADOS","CANELONES","LAS PIEDRAS","LEYENDA PATRIA 128","23642505","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL SALINAS DEL ALMIRON","PAYSANDU","GUICHON","RUTA 90 KILOMETRO 82.300","094209209","www.salinasdelalmiron.com","gumansky@salinasdelalmiron.com",57.0,32.0
"Agencia de transportes","AMBO VIAJES","MALDONADO","MALDONADO","CAMBARA 1173, APARTAMENTO 1","42250663","S/D","S/D",-10000.0,-10000.0
"Inmobiliaria","OFICINA BALDOVINO","MONTEVIDEO","MONTEVIDEO","RIO BRANCO 1450","29086060","www.oficinabaldovino.com","S/D",-10000.0,-10000.0
"Establecimiento rural","LA RECOMPENSA","COLONIA","COLONIA DEL SACRAMENTO","RUTA 21 KILOMETRO 181","S/D","www.larecompensa.net","S/D",-57.8441,-34.4239
"SALAS DE CONVENCION","HOTEL COLON","SORIANO","MERCEDES","COLON 169","45324720","S/D","S/D",-58.0307,-33.2475
"Alojamientos Turísticos","ALOFT MONTEVIDEO HOTEL","MONTEVIDEO","MONTEVIDEO","VICTOR SOLIÑO 349","27123474","S/D","miguel.sedano@sheraton.com",-10000.0,-10000.0
"Agencia de transportes","SPRINTRAVEL REMISES S.R.L.","MONTEVIDEO","MONTEVIDEO","LIBRES 1509","096181806","www.viptravel.com.uy","S/D",-56.185455,-34.884312
"Agencia de transportes","JUAN CARLOS MARTINEZ SALVITANO","MONTEVIDEO","MONTEVIDEO","AMIENS 5080","099688330","S/D","jmartinezminibus@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","NEXTRIP VIAJES & TURISMO","MONTEVIDEO","MONTEVIDEO","JUNCAL 1305 PISO 1","29002446","www.nextrip.com.uy","diego@nextrip.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","MTUR LTDA.","MONTEVIDEO","MONTEVIDEO","MERCEDES 1499","24081516","www.mturviajes.com","S/D",-10000.0,-10000.0
"Agencia de transportes","RBG TURISMO","ROCHA","CASTILLOS","CARMELO BARONE 1309","44757395","S/D","rbgturismo3@gmail.com",-10000.0,-10000.0
"Inmobiliaria","ARQUIBROKERS, COLDWELL BANKER ARQUIBROKERS","MONTEVIDEO","MONTEVIDEO","MAGALLANES 1001","091502034","www.arquibrokers.com","arquibrokers@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","MTUR LTDA.","MONTEVIDEO","MONTEVIDEO","PAYSANDU 1842","24081516","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Establecimiento rural","GRANJA COLONIA  ARENAS","COLONIA","COLONIA DEL SACRAMENTO","RUTA 1 KILOMETRO 167","45202025","www.granjacolonia.com.uy","S/D",-57.7375,-34.4382
"Alojamientos Turísticos","BAHIA VIK JOSE IGNACIO","MALDONADO","JOSE IGNACIO","RUTA 10 KILOMETRO 182,500","095444451","www.vikretreats.com","paula@vikretreats.com",-10000.0,-10000.0
"Guía turístico","SOLAYNG BEATRIZ MILLAN CURBELO","SORIANO","MERCEDES","28 DE FEBRERO 633","45336079","S/D","S/D",-10000.0,-10000.0
"Rentadora de autos","FAMILY RENT A CAR","MONTEVIDEO","MONTEVIDEO","COLONIA 2158","24003335","www.familyrentacar.com.uy","info@familyrentacar.com.uy",-10000.0,-10000.0
"Alojamientos Turísticos","HOTEL ITALIANO","COLONIA","COLONIA DEL SACRAMENTO","INTENDENTE SUAREZ 105","45222103","www.hotelitaliano.com.uy","cecilia.diaz@hotelitaliano.com.uy",-57.8473,-34.4724
"Agencia de transportes","DON PEPE","SAN JOSE","SAN JOSE","TERMINAL DE OMNIBUS SAN JOSE LOCAL 2","43430154","S/D","donpepe.srl@adinet.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","SOLYBUS VIAJES Y TURISMO","CANELONES","SOLYMAR","PASO DE LOS LIBRES, MANZANA 23 SOLAR 9","26966269","www.solybus.com","mundibel@gmail.com",-55.956111,-34.830278
"Agencia de transportes","SOLYBUS VIAJES Y TURISMO","CANELONES","SOLYMAR","PASO DE LOS LIBRES, MANZANA 23 SOLAR 9","26966269","www.solybus.com","mundibel@gmail.com",-55.956111,-34.830278
"Agencia de viajes Nueva","AGT","MALDONADO","PUNTA DEL ESTE","GORLERO, LOCAL 008, TERMINAL DE PUNTA DEL ESTE","S/D","www.agt.com.uy","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","RIMI BUS LTDA.","MONTEVIDEO","MONTEVIDEO","VERA 2544","099643805","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","JAVIER FERNANDO ZINOVEEV MIRANDA","RIO NEGRO","YOUNG","TREINTA Y TRES 3292","45675946","S/D","juanalbertozinoveev@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","AGT VIAJES Y TURISMO","MALDONADO","PUNTA DEL ESTE","RAFAEL PEREZ DEL PUERTO 742","42250057","www.agtviajesyturismo.com","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","AGT INCOMING SERVICE","MALDONADO","PUNTA DEL ESTE","AVENIDA GENERAL VENANCIO FLORES 272","45227882","www.agtincomingservice.com","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","ROCAS","TACUAREMBO","TACUAREMBO","GENERAL RIVERA 334","46323025","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","ARTIGAS BORGES GADEA","TREINTA Y TRES","TREINTA Y TRES","AURELIA RAMOS DE CEGARRA S/N","44525923","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","URUGUAY ACCESIBLE TRAVEL","MONTEVIDEO","MONTEVIDEO","EMILIO RAÑA 3073","24806016","S/D","rubenhauret@vera.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","COLONIA VIAJES","COLONIA","ROSARIO","SARANDI 350","45522606","www.omnibuscolonia.com.uy","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","CHEVIAL LTDA.","MONTEVIDEO","MONTEVIDEO","BOULEVARD ARTIGAS 1825 TERMINAL 3 CRUCES LOCAL B 24","24818260","S/D","sierrama@internet.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","ATLANTITOURS","CANELONES","ATLANTIDA","REPUBLICA DEL PARAGUAY S/N ENTRE 5 Y 7 MANZANA 56, SOLAR 07, PADRON 835, CHALET CARLITOS","43723060","S/D","mpatetta1986@gmail.com",-10000.0,-10000.0
"Agencia de transportes","ROCAS","TACUAREMBO","TACUAREMBO","JOSE PEDRO VARELA 775","46422775","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","ATLANTITOURS","CANELONES","ATLANTIDA","AVENIDA CENTENARIO 2749 APARTAMENTO 903","S/D","S/D","mpatetta1986@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","CARLOS SEBASTIAN ETCHANDY ORTIZ","FLORES","TRINIDAD","MANUEL IRAZABAL 459","43642258","www.etchandy.wix.com/etchandy","etchandyplaceres@gmail.com",-10000.0,-10000.0
"Agencia de transportes","EMPRESA ALONSO S.R.L.","PAYSANDU","PAYSANDU","ZORRILLA DE SAN MARTIN 630","47224318","S/D","jorgealfaro@grupovittori.com.uy ; marcelopiazzoli@grupovittori.com.uy",-10000.0,-10000.0
"Agencia de transportes","OCEANTUR VIAJES","CANELONES","LOMAS DE SOLYMAR","LONG BEACH S/N","26958306","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","TECEGAL S.A.","FLORES","TRINIDAD","MANUEL IRAZABAL 459","43642258","www.etchandy.wix.com/etchandy","etchandyplaceres@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","ATLANTITOURS","CANELONES","ATLANTIDA","AVENIDA CENTENARIO 2749 APARTAMENTO 903","S/D","S/D","mpatetta1986@gmail.com",-10000.0,-10000.0
"Agencia de transportes","COT  S.A.","MONTEVIDEO","MONTEVIDEO","RAMON CASTRIZ 2458","25060000","www.cot.com.uy","msilvera@cot.com.uy",-56.1303,-34.8685
"Agencia de viajes Nueva","JUVER VIAJES S.R.L.","ROCHA","CASTILLOS","VILLASUSO 1239","44757395","S/D","administracion@estudiolasa.com.uy",-10000.0,-10000.0
"Agencia de transportes","ABBORD VIAJES S.R.L.","MONTEVIDEO","MONTEVIDEO","AVENIDA URUGUAY 1598 , APARTAMENTO 504","099537753","S/D","mfalchetti@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","JOTACE TRANSPORTE TURISTICO S.R.L.","MONTEVIDEO","MONTEVIDEO","EJIDO 1208","29027792","www.jotace.com.uy","jotace@jotace.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","JOTA TURISMO S.R.L.","RIVERA","RIVERA","URUGUAY 594","46231613","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","INTERTUR LTDA","MONTEVIDEO","MONTEVIDEO","BULEVAR ARTIGAS 1825 LOCAL 23","24017729","www.intertur.com.uy","ggrecco@intertur.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","INTERTUR","MONTEVIDEO","MONTEVIDEO","CHILE 1129","45446177","www.intertur.com.uy","ggrecco@intertur.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","HOMER DEMASI","RIO NEGRO","FRAY BENTOS","ITUZAINGO 3425","45622558","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","COTEC","ROCHA","ROCHA","25 DE MAYO ESQUINA  JULIAN GRAÑA","099379663","S/D","ppereira@sybasociados.com.uy ; yuyocotec@hotmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","MI","MONTEVIDEO","MONTEVIDEO","LORETO GOMENSORO 740","23054894","www.mi.com.uy","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","INTERTUR LTDA","MONTEVIDEO","MONTEVIDEO","18 DE JULIO 342","45423411","S/D","ggrecco@intertur.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","INTERTUR","MONTEVIDEO","MONTEVIDEO","CHILE 1129","45446177","www.intertur.com.uy","ggrecco@intertur.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","INTERTUR","MONTEVIDEO","MONTEVIDEO","CHILE 1129","45446177","www.intertur.com.uy","ggrecco@intertur.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","ENRITUR VIAJES","MONTEVIDEO","MONTEVIDEO","PEDRO DODERA 779","S/D","S/D","enritur@montevideo.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","ENRITUR VIAJES","MONTEVIDEO","MONTEVIDEO","CAMINO PEREZ BUTLER KILOMETRO 28,500,  MANZANA 54 SOLAR 2","29088884","www.enriturviajes.com","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","BARBEYTOUR","CANELONES","SANTA ROSA","RUTA 11 KILOMETRO 114","099106374","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Guía turístico","S/D","MALDONADO","MALDONADO","ROMAN GUERRA 1414 ENTRE FRANCISCO MALDONADO Y HERNANDARIAS","042234440","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","ENRITUR VIAJES","MONTEVIDEO","MONTEVIDEO","PEDRO DODERA 779","S/D","S/D","enritur@montevideo.com.uy",-10000.0,-10000.0
"Agencia de transportes","SEJTUR S.R.L","MONTEVIDEO","MONTEVIDEO","RAFAEL HORTIGUERA 3823","098125203","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","MAITE TURISMO","FLORES","TRINIDAD","ALFREDO J.PUIG 582","43643013","www.maitesrl.com.uy","alvarofagalde@maitesrl.com.uy",-10000.0,-10000.0
"Agencia de transportes","GONZA - TOUR","ROCHA","ROCHA","JOSE BATLLE Y ORDOÑEZ 317","44725627","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","MIBUS S.R.L.","MONTEVIDEO","MONTEVIDEO","PEDRO BUSTAMANTE 1831 APARTAMENTO 3","S/D","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","TRANSPORTE Y TURISMO FERREIRA","MONTEVIDEO","MONTEVIDEO","CAMINO GENERAL HORNOS 4997","094193486","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","EL KAMINANTE S.R.L","MONTEVIDEO","MONTEVIDEO","JULIO AMADEO ROLETTI 3274 APARTAMENTO 3","24815101","www.elkaminante.com.uy","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","CRIMAGO BUS LTDA.","COLONIA","COLONIA SUIZA","18 DE JULIO 1714","098287228","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","MIBUS S.R.L.","MONTEVIDEO","MONTEVIDEO","RAMBLA COSTANERA S/N, ENTRE RIO DE JANEIRO Y BURLING","095798557","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","JUBILATUR","MONTEVIDEO","MONTEVIDEO","20 DE FEBRERO 3926 BIS, APARTAMENTO 340","25081160","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","CARMELO VIAJES","COLONIA","CARMELO","18 DE JULIO 364","45423830","www.carmeloviajes.com.uy","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","BALBIANI  VIAJES Y TURISMO","CANELONES","CANELONES","JOSE BATLLE Y ORDOÑEZ 384","S/D","S/D","balbitur@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","MARTINEZ MINIBUSES","MONTEVIDEO","MONTEVIDEO","JOSE CAPARROZ 4821","096670095","www.minibuses.com","camatlsa@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","ARTIGAS BORGES GADEA","TREINTA Y TRES","TREINTA Y TRES","AURELIA RAMOS DE CEGARRA S/N","44525923","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","2 SANSUEÑA","CANELONES","CIUDAD DE LA COSTA","CALLE I SOLAR 3 MANZANA 78","26820380","www.sansueña.com","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","F&J VIAJES","MONTEVIDEO","MONTEVIDEO","ARCHIDONA 6471","091001159","S/D","fjviajes@hotmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","TRANSTURPAY VIAJES","PAYSANDU","PAYSANDU","INDEPENDENCIA 679","47239768","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","2 SANSUEÑA","CANELONES","CIUDAD DE LA COSTA","JULIA AREVALO 4624","099128282","www.sansueña.com","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","TRANSTURPAY VIAJES","PAYSANDU","PAYSANDU","18 DE JULIO 823, LOCAL 1","S/D","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","LB TOUR","MONTEVIDEO","MONTEVIDEO","CARLOS QUIJANO 1333 APARTAMENTO 905","25070765","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","CITA","MONTEVIDEO","MONTEVIDEO","ZAPICAN 2849","22035751","www.cita.com.uy","cita@cita.com.uy ; hocampo@cita.com.uy",-56.1662,-34.894
"Agencia de transportes","CRIMAGO BUS LTDA.","COLONIA","COLONIA SUIZA","18 DE JULIO 1714","098287228","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","GUSTAVO FABIAN FORTTETE MOREIRA","COLONIA","CARMELO","19 DE ABRIL 444","099543171","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","MIBUS S.R.L.","MONTEVIDEO","MONTEVIDEO","PEDRO BUSTAMANTE 1831 APARTAMENTO 3","S/D","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","LB TOUR","MONTEVIDEO","MONTEVIDEO","PLAZA DE CAGANCHA 1387, LOCAL 307","25070765","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","LB TOUR","MONTEVIDEO","MONTEVIDEO","PLAZA DE CAGANCHA 1387, LOCAL 307","25070765","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","LB TOUR","MONTEVIDEO","MONTEVIDEO","PLAZA DE CAGANCHA 1387, LOCAL 307","25070765","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","MIBUS S.R.L.","MONTEVIDEO","MONTEVIDEO","RAMBLA COSTANERA S/N, ENTRE RIO DE JANEIRO Y BURLING","095798557","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","MALYTOURS VIAJES","MONTEVIDEO","MONTEVIDEO","PASAJE A 1725, ESQUINA IDEARIO ARTIGUISTA","23123778","S/D","silvanaguarise@live.com",-10000.0,-10000.0
"Agencia de viajes Nueva","CRSITIAN GERMAN SAFIE RODRIGUEZ","MONTEVIDEO","MONTEVIDEO","AVENIDA BURGUES 3541 APARTAMENTO 102","S/D","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","E.T.A","RIO NEGRO","FRAY BENTOS","18 DE JULIO S/N Y 25 DE MAYO","22159382","S/D","secretaria@grupocarminatti.com.uy ; gualberto.carminatti@grupocarminatti.com.uy",-56.1662,-34.894
"Agencia de viajes Nueva","TRANSHOTEL URUGUAY DMC","MONTEVIDEO","MONTEVIDEO","ACEVEDO DIAZ 1671","24029935","www.transhotel.com.uy","info@transhotel.com.uy",-10000.0,-10000.0
"Agencia de transportes","DYJ VIAJES","MONTEVIDEO","MONTEVIDEO","CAMINO MELILLA 6602","093939078","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","AMEC","MONTEVIDEO","MONTEVIDEO","BULEVARD ARTIGAS 1962","24801212","www.amec.uy","gerenciageneral@amec.com.uy",-10000.0,-10000.0
"Agencia de transportes","MALYTOURS VIAJES","MONTEVIDEO","MONTEVIDEO","MALAGA S/N, ESQUINA SEVILLA, MANZANA 1870, PADRON 17480","S/D","S/D","silvanaguarise@live.com",-10000.0,-10000.0
"Agencia de transportes","DYJ VIAJES","MONTEVIDEO","MONTEVIDEO","ARREGUI 1650","093939078","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","DON AGUSTIN VIAJES Y TURISMO","MONTEVIDEO","MONTEVIDEO","ISLAS CANARIAS 4751 G","23095101","S/D","donagustinviajesyturismo@gmail.com",-10000.0,-10000.0
"Agencia de transportes","RLA","CANELONES","ATLANTIDA","CALLE 7 S/N","43760892","S/D","rlauy@hotmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","NANO VIAJES Y TURISMO","SAN JOSE","18 DE JULIO","RUTA 11 KILOMETRO 81,500","099979086","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","HW TRASLADOS","MONTEVIDEO","MONTEVIDEO","EUSEBIO VALDENEGRO 3464","23360551","S/D","hwtraslados@gmail.com",-10000.0,-10000.0
"Agencia de transportes","HOMER DEMASI","RIO NEGRO","FRAY BENTOS","ITUZAINGO 3425","45622558","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Inmobiliaria","MARIATEGUI PROPIEDADES","MALDONADO","PUNTA DEL ESTE","BRIGHTON Y VIÑA DEL MAR","098533350","www.mariategui.com.uy","torcuatomariategui@hotmail.com",-54.9177,-34.9396
"Agencia de transportes","GL TURISMO LTDA.","TREINTA Y TRES","TREINTA Y TRES","CORONEL SOTELO S/N","S/D","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","FG TRAVEL","MONTEVIDEO","MONTEVIDEO","CAMINO DURAN 5715","23207818","S/D","fgtravelturismo@gmail.com",-10000.0,-10000.0
"Agencia de transportes","BALBIANI  VIAJES Y TURISMO","CANELONES","CANELONES","JOSE BATLLE Y ORDOÑEZ 384","S/D","S/D","balbitur@gmail.com",-10000.0,-10000.0
"Agencia de transportes","GYF VIAJES","CANELONES","TALA","JUAN BONINI S/N","43153068","S/D","gyfviajes@adinet.com.uy",-10000.0,-10000.0
"Agencia de transportes","VITTORI LTDA.","RIO NEGRO","YOUNG","MONTEVIDEO 3201","S/D","S/D","jorgealfaro@grupovittori.com.uy ; marcelopiazzoli@grupovottori.com.uy",-10000.0,-10000.0
"Agencia de transportes","BASTOUR S.R.L.","CANELONES","ATLANTIDA","CALLE 2B S/N, PADRON 1528 , LA CUEVA","S/D","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","ZIMBA TOUR","CANELONES","NEPTUNIA","CALLE 2 S/N, MANZANA B SOLAR 14","099053324","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","ELBIO DANIEL POSADAS CHIAPPARA","TACUAREMBO","TACUAREMBO","VICTORINO PEREYRA 351","46324015","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","ATILIO DANIEL SENGLAN ECHEVERRIA","MALDONADO","PAN DE AZUCAR","FELIX DE LIZARZA 853","099890098","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","VITTORI LTDA.","RIO NEGRO","YOUNG","JUAN ZORRILLA DE SAN MARTIN, LOCAL 12 TERMINAL","47225028","www.grupovittori.com.uy","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","HOLLY BUS VIAJES","MONTEVIDEO","MONTEVIDEO","JULIAN LAGUNA 4547","23078989","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","HOLLY BUSS.R.L.","MONTEVIDEO","MONTEVIDEO","FRANCIA 1816","099626791","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","ANCAMAR VIAJES","CANELONES","SANTA LUCIA","GENERAL MAXIMO TAJES 137","095921856","S/D","carlosgonzalezy8@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","MAITE TURISMO","FLORES","TRINIDAD","ALFREDO J.PUIG 582","43643013","www.maitesrl.com.uy","alvarofagalde@maitesrl.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","COPAY","PAYSANDU","PAYSANDU","FLORENTINO FELIPPONE 1121","47222094","www.copay.coop","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","ALENAT SRL","TACUAREMBO","PASO DE LOS TOROS","DR. CARLOS BERRUTTI 594","099400855","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","CARMELO VIAJES","COLONIA","CARMELO","18 DE JULIO 364","45423830","www.carmeloviajes.com.uy","S/D",-10000.0,-10000.0
